SED_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SED22704,106,0,0,0,106,17,0,123,2084,228,58,33,2401,25,4,31,2437,121,4,2563,3140,371,74,49,3634,19,10,28,3668,135,0,3807,389,54,64,3,513,0,0,0,513,23,0,537,34,6,3,59,104,0,0,0,104,5,7,110,5651,653,197,147,6652,49,22,71,6721,280,9,7011,45,9,0,0,57,6,0,6,65,9,5,77,74,9,10,3,93,4,0,4,95,3,0,96,120,17,8,4,148,14,0,14,164,11,5,176,5774,667,208,154,6799,58,22,78,6883,290,17,7189,1268,200,77,77,1620,27,7,32,1651,301,0,1952,3,7,0,4,12,0,0,0,12,0,46,60,7041,875,285,237,8433,84,29,109,8546,601,63,9207
SED22802,285,0,0,0,290,20,3,312,2523,313,57,12,2896,16,9,25,2919,89,4,3017,4836,460,87,20,5408,27,14,34,5445,111,4,5554,600,66,76,5,749,3,0,4,754,27,0,779,63,3,0,32,94,3,0,3,98,0,8,114,8019,840,223,64,9144,49,26,73,9222,235,14,9469,33,6,0,0,41,0,0,0,41,3,0,48,126,18,0,4,152,3,5,6,155,4,0,159,159,25,0,4,193,3,5,6,199,7,0,209,8183,866,223,73,9339,52,29,78,9417,243,14,9677,1749,230,48,30,2059,36,3,41,2102,159,7,2266,15,7,0,19,35,0,0,0,35,0,24,59,9942,1101,277,121,11437,89,31,116,11549,399,43,11992
SED22901,441,7,0,8,449,57,0,507,2861,322,40,12,3239,52,21,69,3313,135,9,3454,3702,602,41,23,4369,30,15,52,4418,126,0,4546,419,56,59,3,538,8,3,11,548,15,0,560,34,13,0,58,110,0,0,0,112,0,6,120,7021,993,146,100,8257,85,44,134,8387,280,14,8681,80,9,0,0,89,4,0,4,96,0,0,94,153,16,9,3,174,0,4,7,181,9,0,186,225,28,10,3,263,5,4,9,272,3,0,278,7248,1015,155,102,8517,95,46,138,8662,288,14,8957,1556,270,55,30,1910,22,4,28,1930,262,0,2199,9,0,0,21,32,0,0,0,32,0,22,56,8813,1285,204,154,10456,118,56,168,10626,547,41,11213
SED23007,322,12,8,19,338,93,0,438,2621,462,54,22,3159,52,18,73,3232,230,0,3463,2687,668,55,13,3423,44,31,69,3493,242,6,3747,501,82,99,0,685,3,9,12,695,29,0,724,22,9,3,35,70,0,3,3,73,9,0,88,5833,1223,208,75,7338,102,55,154,7495,507,13,8025,67,41,5,0,118,18,0,18,135,22,0,154,126,49,18,4,199,22,22,42,246,36,0,278,196,90,28,4,316,36,24,58,376,55,0,429,6032,1316,237,73,7661,141,78,215,7870,566,17,8454,1787,542,76,59,2460,83,20,108,2570,629,32,3231,22,3,0,22,54,0,0,0,56,4,43,103,7842,1863,310,158,10169,225,97,323,10499,1204,95,11785
SED23101,547,11,3,13,564,70,0,637,3420,415,38,10,3880,71,16,88,3976,183,4,4159,3628,675,70,10,4381,63,14,81,4457,159,5,4618,340,41,43,3,425,4,3,9,430,29,0,462,23,0,0,36,72,0,0,0,66,5,7,84,7407,1140,148,65,8756,144,35,180,8935,375,14,9323,80,17,8,0,103,21,9,26,130,6,0,139,153,35,0,0,196,17,8,19,213,15,0,224,233,54,5,0,291,39,15,52,345,21,0,364,7642,1190,147,65,9054,182,51,229,9280,399,14,9691,1537,273,49,30,1893,45,12,56,1946,271,9,2222,12,6,0,13,30,0,0,0,30,6,16,52,9192,1468,202,111,10972,223,63,283,11258,667,36,11965
SED23205,199,0,0,0,201,20,0,222,1945,276,36,3,2267,35,7,42,2310,160,0,2473,3276,526,72,19,3898,25,13,35,3933,137,10,4081,473,81,50,5,609,3,0,3,616,21,0,636,51,0,5,34,94,0,0,0,92,5,5,106,5750,883,166,72,6862,69,17,86,6948,322,18,7290,36,7,0,0,43,6,5,6,51,7,0,59,74,17,0,6,90,5,0,8,98,12,0,110,108,25,0,6,138,6,4,14,150,13,0,165,5853,907,167,73,7002,77,21,96,7102,340,19,7455,1199,140,37,26,1403,56,15,74,1473,232,9,1718,12,0,7,6,19,0,0,0,19,0,31,54,7065,1049,212,99,8418,132,40,172,8587,570,63,9223
SED23308,209,6,0,6,213,17,0,236,2096,378,38,5,2512,20,5,26,2542,116,6,2661,4046,513,81,14,4651,38,3,35,4691,128,9,4827,507,43,51,4,601,9,0,9,614,16,0,630,17,6,0,25,51,3,0,3,53,0,0,56,6662,935,168,48,7816,69,8,78,7895,261,17,8172,32,15,3,0,47,0,0,3,43,9,0,50,121,6,0,0,136,11,4,17,152,10,0,159,151,22,3,0,181,17,7,20,195,12,0,212,6816,956,174,50,8001,87,17,98,8091,275,17,8388,1347,228,25,18,1621,31,11,42,1661,209,5,1880,8,0,0,8,12,0,0,0,12,0,17,31,8174,1183,202,73,9629,112,27,136,9769,486,39,10295
SED23402,469,5,0,3,468,39,0,515,4251,469,72,23,4823,60,9,69,4885,206,13,5106,6066,723,138,44,6969,59,14,69,7041,211,12,7261,814,85,92,9,1001,5,5,4,1007,16,3,1028,73,14,6,52,143,0,0,0,147,6,9,156,11199,1301,308,122,12931,123,21,146,13076,442,30,13546,103,31,3,0,135,18,0,18,157,9,0,165,188,40,15,5,248,4,0,4,251,6,0,262,289,76,15,3,386,26,0,26,409,18,0,429,11490,1371,328,131,13313,144,21,170,13486,455,34,13975,2884,393,102,83,3464,93,26,115,3575,359,5,3946,22,8,0,17,50,0,0,0,50,11,73,131,14389,1778,428,229,16826,237,50,287,17114,824,113,18048
SED23502,52,0,0,0,52,9,0,60,1544,213,41,19,1815,35,3,38,1854,115,0,1970,2958,457,103,55,3574,24,0,24,3600,210,0,3810,305,71,64,7,444,5,0,5,451,28,0,481,46,17,0,50,110,0,4,4,111,13,8,129,4853,755,207,126,5940,57,6,68,6012,371,8,6389,13,0,0,0,19,0,0,0,20,0,0,24,31,14,0,0,38,3,3,6,45,8,0,55,44,9,0,0,58,8,3,13,69,6,0,74,4901,766,207,126,6004,71,10,81,6084,380,8,6465,1064,203,56,43,1370,45,10,49,1425,277,11,1704,16,3,0,9,28,3,0,3,32,3,24,52,5981,977,267,180,7398,119,17,136,7532,652,35,8225
SED23602,81,0,0,0,81,9,0,89,1840,241,41,10,2131,13,7,23,2158,101,0,2254,3226,459,67,32,3785,22,19,36,3822,170,3,3995,349,56,61,9,481,0,0,3,480,17,0,497,52,8,3,56,118,0,0,0,118,4,3,122,5470,763,178,102,6511,36,25,60,6574,292,6,6869,25,3,0,0,27,4,0,4,34,0,0,35,56,10,0,0,65,0,0,0,66,6,0,75,85,16,0,0,93,3,0,3,101,9,0,109,5550,780,178,102,6606,42,25,66,6677,302,6,6979,1137,189,47,34,1410,35,7,44,1453,237,0,1694,0,0,0,5,8,0,0,0,8,5,37,42,6685,965,224,141,8023,80,33,110,8130,543,40,8716
SED23702,277,0,0,0,277,13,0,293,2477,271,56,23,2829,15,6,15,2847,128,4,2978,5098,557,79,38,5764,24,8,33,5796,164,4,5961,701,102,89,3,898,0,0,0,901,19,0,922,65,4,5,65,131,4,0,4,134,0,14,152,8340,933,222,128,9624,39,16,57,9676,318,19,10016,27,7,0,0,33,0,0,0,32,5,0,40,107,10,7,5,123,0,0,0,129,5,0,130,134,17,7,5,163,0,0,4,165,9,0,167,8474,949,227,133,9783,45,17,60,9841,326,19,10187,1720,200,51,48,2024,17,0,24,2047,292,8,2341,21,7,0,15,34,0,0,0,34,6,37,81,10217,1153,276,198,11845,62,21,82,11923,621,61,12608
SED23806,584,8,10,20,599,92,0,690,3554,400,55,14,4014,77,14,95,4109,203,5,4317,3653,442,37,19,4150,27,14,38,4188,126,0,4315,394,47,42,0,488,0,7,11,493,8,0,502,20,3,0,51,77,0,0,0,81,10,5,91,7618,891,135,85,8725,107,39,141,8874,344,12,9223,63,9,6,0,80,9,0,9,88,0,0,88,111,15,0,0,124,0,4,8,132,9,0,140,179,17,9,0,201,15,4,16,223,4,0,224,7798,904,144,86,8929,126,38,157,9092,350,12,9449,1560,197,31,33,1821,30,9,40,1858,246,0,2108,7,5,0,8,18,0,0,0,21,6,7,38,9366,1101,176,127,10775,152,44,199,10973,603,20,11594
SED23901,496,3,3,6,502,63,0,565,3501,440,87,10,4043,69,10,83,4124,212,6,4337,4343,588,44,19,4996,54,10,62,5063,149,4,5217,503,63,53,0,614,3,0,3,618,17,0,639,44,0,0,39,85,0,0,0,85,0,7,90,8388,1096,187,71,9746,121,22,146,9890,379,18,10291,64,16,3,0,79,15,0,15,90,0,0,97,128,26,0,5,157,4,6,11,167,16,0,187,193,37,3,5,234,20,6,27,266,20,0,282,8584,1129,188,74,9977,145,25,170,10149,398,18,10571,1518,267,39,35,1853,61,15,73,1924,255,4,2187,16,0,0,8,31,0,0,0,31,0,29,53,10112,1395,228,118,11857,201,40,243,12103,653,54,12815
SED24006,761,21,0,25,785,106,5,894,3969,374,45,16,4412,78,24,103,4513,252,13,4771,3832,740,46,23,4644,58,10,70,4715,183,3,4899,331,53,45,0,426,9,0,7,437,20,0,456,35,4,0,31,76,5,0,5,80,0,15,91,8169,1174,146,73,9558,148,39,179,9737,455,26,10217,86,10,0,0,103,18,0,18,117,5,0,123,114,28,0,0,148,12,10,26,170,7,0,177,204,40,0,3,250,28,10,36,289,13,0,305,8373,1213,146,73,9806,174,47,219,10021,471,26,10523,1699,345,48,34,2111,53,14,71,2183,502,13,2704,17,5,0,25,38,0,0,0,38,0,20,54,10086,1561,188,127,11951,221,62,287,12241,968,64,13276
SED24105,579,16,8,26,602,105,7,713,3735,460,51,26,4276,66,24,84,4360,273,9,4639,3114,754,55,30,3954,59,20,75,4035,263,0,4292,349,78,52,6,474,5,4,8,482,33,0,510,32,10,4,44,87,0,0,0,87,14,7,111,7232,1300,162,101,8785,123,43,171,8958,579,15,9550,101,20,4,4,127,31,0,32,157,17,0,179,144,40,4,6,196,18,15,35,228,30,0,260,247,57,7,10,324,46,18,66,388,43,0,434,7476,1361,164,107,9109,180,60,235,9344,621,17,9987,2354,626,64,104,3145,100,54,153,3303,933,11,4240,26,9,3,34,73,4,0,4,76,4,81,165,9853,1991,239,241,12330,285,113,400,12722,1561,106,14392
SED24207,676,20,13,36,715,152,3,867,5165,643,113,39,5962,105,36,142,6106,390,22,6513,4879,1111,131,57,6176,98,36,135,6315,402,10,6729,719,110,104,13,941,12,0,12,952,45,3,1000,77,4,3,149,230,7,9,16,249,15,14,284,10839,1866,350,258,13313,221,82,304,13620,859,43,14523,216,71,6,19,308,84,3,85,393,21,0,420,285,102,5,14,401,57,13,67,472,38,0,511,498,174,8,29,712,139,18,157,871,58,3,929,11335,2037,359,293,14026,361,97,459,14483,919,45,15449,4028,1250,189,185,5657,214,45,259,5911,1352,44,7311,49,10,0,70,128,0,0,0,129,13,112,257,15417,3296,551,548,19807,574,144,717,20527,2286,204,23018
SED24308,214,3,0,5,219,39,0,258,2009,260,46,12,2327,47,7,55,2372,172,0,2551,3250,439,101,29,3821,43,6,58,3874,164,3,4047,432,62,63,5,568,6,0,10,571,15,0,593,34,0,0,51,86,0,0,0,86,5,12,102,5722,764,215,94,6798,95,18,110,6917,362,15,7286,59,12,11,0,76,13,0,13,88,13,0,102,111,19,0,4,134,5,4,8,147,6,0,156,167,30,11,4,214,25,4,21,238,20,0,265,5889,797,225,103,7013,119,18,139,7152,384,15,7550,1635,377,49,56,2121,52,26,82,2196,568,8,2773,14,4,0,9,27,0,0,0,27,0,30,60,7545,1185,271,162,9161,173,46,218,9381,954,53,10383
SED24408,45,0,0,0,45,9,0,52,1880,195,35,10,2115,7,4,8,2121,91,5,2217,3460,395,43,32,3933,9,13,23,3958,129,3,4089,408,41,37,7,494,0,0,0,494,13,0,502,47,13,0,38,102,0,0,0,102,0,0,106,5787,650,114,82,6636,18,13,32,6673,228,7,6902,9,4,0,0,17,0,0,0,19,6,0,22,36,7,0,0,47,0,8,8,57,0,0,56,49,12,0,0,64,8,8,13,76,5,0,82,5838,658,117,85,6700,20,21,46,6746,237,7,6987,1128,178,52,39,1397,27,3,31,1428,229,3,1658,4,6,0,6,15,0,0,0,15,0,27,44,6972,836,167,132,8112,51,27,74,8187,470,39,8691
SED24504,201,0,4,3,198,23,0,225,2903,348,93,26,3368,38,10,47,3416,166,7,3589,4537,730,96,44,5404,35,11,51,5452,138,0,5591,542,87,55,9,697,4,0,4,701,14,0,716,71,5,6,50,132,4,0,4,139,4,0,142,8057,1174,251,131,9608,82,17,98,9711,319,10,10037,33,10,5,0,48,0,0,0,49,3,0,57,101,11,0,0,111,8,0,10,120,0,0,121,130,23,5,0,156,12,0,12,172,7,0,177,8184,1194,255,131,9763,95,25,111,9873,331,10,10220,1439,217,50,57,1759,20,13,34,1792,143,5,1943,19,0,0,9,29,0,0,0,29,0,25,53,9652,1411,301,190,11554,111,35,146,11699,472,40,12211
SED24606,549,11,0,10,557,56,0,617,3058,264,39,10,3365,59,10,70,3433,148,0,3585,3233,397,30,5,3671,35,4,42,3709,98,9,3818,400,48,40,0,485,0,0,0,487,14,0,494,43,0,0,42,86,4,0,4,83,0,9,93,6728,714,107,59,7603,94,11,109,7717,256,13,7985,58,9,4,0,64,11,5,14,82,8,0,86,105,6,0,0,113,7,9,16,125,9,0,135,161,12,6,0,179,14,12,29,207,12,0,219,6888,727,110,64,7781,113,25,138,7921,270,16,8211,1710,206,28,28,1971,18,0,13,1982,168,4,2159,8,0,0,5,19,4,0,4,20,0,16,37,8605,928,139,96,9771,131,27,158,9927,439,37,10404
SED24703,148,5,3,11,156,31,0,190,2074,283,51,9,2410,71,6,77,2484,148,7,2638,1626,405,24,5,2063,27,12,39,2099,95,3,2195,338,70,57,0,472,6,0,6,477,9,0,490,10,4,0,22,40,0,0,0,37,8,4,52,4054,766,132,34,4981,102,17,119,5103,266,11,5380,102,13,3,0,124,10,8,10,129,4,0,141,108,19,0,0,125,15,19,34,156,24,0,187,209,28,3,0,244,24,23,44,289,32,0,322,4263,790,134,34,5226,123,41,171,5389,293,11,5695,1076,280,59,39,1456,55,14,75,1532,347,0,1874,8,0,4,13,22,0,0,0,22,0,9,32,5345,1072,200,89,6704,182,61,243,6949,636,27,7610
SED24808,317,8,0,9,324,60,0,388,3974,503,97,23,4600,80,44,122,4724,303,3,5033,4537,828,126,46,5541,78,26,100,5638,280,6,5926,624,88,85,14,811,10,0,10,824,51,3,876,101,8,5,85,195,0,0,0,195,27,34,252,9226,1431,309,170,11140,165,66,233,11373,664,51,12089,190,52,5,10,254,47,3,54,302,43,4,353,315,86,25,7,427,30,9,41,469,12,0,483,508,139,26,16,684,75,12,90,771,61,4,837,9735,1563,337,186,11826,243,81,322,12148,717,51,12922,4186,957,162,181,5490,203,51,256,5747,1095,27,6868,38,20,0,66,117,0,0,0,117,6,103,229,13963,2543,500,434,17438,447,134,584,18015,1822,183,20020
SED24904,78,4,0,4,84,11,0,92,2371,268,43,13,2699,29,6,37,2736,139,5,2876,3085,429,52,43,3606,41,11,62,3666,142,13,3814,354,56,47,6,469,0,0,0,469,26,0,493,39,9,0,81,136,0,0,0,134,22,4,163,5849,762,140,150,6909,75,20,95,7000,330,18,7346,17,3,0,0,26,36,0,36,63,18,0,80,49,13,11,8,77,13,9,18,95,16,0,109,69,20,11,7,107,46,9,51,161,31,0,191,5919,783,148,158,7012,122,25,146,7163,359,18,7540,1356,244,39,59,1703,63,18,76,1778,484,15,2273,20,5,0,10,36,0,0,0,36,6,60,103,7302,1035,191,223,8748,181,38,223,8971,855,93,9918
SED25003,515,13,6,15,535,102,0,641,3068,421,65,26,3579,77,17,101,3674,240,11,3927,3810,693,100,48,4649,60,22,78,4731,242,3,4974,515,80,60,15,665,3,0,7,673,42,3,718,51,13,0,47,112,0,0,0,112,8,8,129,7442,1202,225,128,8999,146,45,189,9186,530,28,9752,106,12,3,5,127,29,6,32,157,17,0,171,203,39,7,3,258,29,5,30,293,15,0,300,306,54,13,8,387,54,7,62,446,33,0,476,7744,1260,236,141,9386,197,47,247,9636,564,28,10221,2487,586,119,67,3265,153,42,195,3459,870,19,4347,18,7,0,35,58,0,0,0,59,0,53,118,10255,1856,358,245,12714,353,89,444,13155,1435,103,14689
SED25102,323,6,0,6,328,43,0,364,2606,394,65,9,3073,36,11,52,3125,156,6,3282,4559,620,99,27,5311,41,4,42,5355,145,6,5501,562,61,85,7,718,0,0,0,718,23,0,740,35,0,0,49,86,0,0,0,86,10,10,113,7765,1087,249,95,9192,73,20,96,9279,332,21,9637,39,0,0,0,39,0,0,0,40,0,0,40,115,18,0,0,129,0,0,0,137,0,0,137,147,18,0,0,164,10,0,10,177,0,0,178,7909,1102,249,89,9358,84,20,103,9461,335,21,9815,1476,170,58,30,1731,28,7,32,1762,181,5,1949,11,3,0,15,31,0,0,0,31,0,28,61,9399,1278,305,140,11119,105,22,129,11248,513,63,11824
SED25205,419,3,0,3,425,56,3,481,3814,405,71,0,4292,57,5,70,4363,151,3,4515,5100,512,101,32,5740,50,5,58,5800,137,10,5949,636,75,82,7,796,8,0,10,805,10,0,815,41,4,3,37,87,0,0,0,87,0,10,100,9600,994,249,80,10922,119,16,139,11059,300,24,11383,66,0,0,0,69,4,0,4,71,0,0,71,123,11,0,3,141,5,5,4,142,16,0,160,194,13,0,3,211,7,5,7,220,16,0,234,9790,1011,249,80,11136,123,19,143,11275,310,24,11609,1403,147,32,20,1606,9,0,12,1616,125,3,1742,11,5,0,15,32,0,0,0,32,0,16,49,11204,1160,284,119,12769,132,22,155,12923,435,41,13407
SED25302,352,0,0,0,352,27,0,380,3145,368,73,13,3603,41,9,48,3653,174,9,3834,5118,548,79,29,5779,31,10,37,5819,141,8,5966,517,57,68,5,644,0,0,0,648,20,0,666,60,6,0,33,97,0,0,0,98,11,9,121,8841,979,228,77,10127,78,18,98,10221,339,24,10581,30,0,0,4,39,3,0,3,40,0,0,45,105,13,0,0,121,9,0,9,129,7,0,131,136,13,0,5,163,8,0,8,171,10,0,175,8978,992,228,84,10287,90,18,103,10385,347,24,10760,1391,151,73,20,1632,15,5,22,1657,163,6,1826,11,6,0,10,21,0,0,0,21,0,33,62,10376,1154,303,111,11946,105,22,128,12069,510,63,12645
SED25402,114,0,0,0,116,13,0,126,1906,273,43,18,2235,35,12,47,2282,108,0,2388,3537,422,80,28,4071,61,17,81,4149,176,12,4335,483,66,55,3,610,12,0,16,623,32,0,650,35,3,8,32,80,5,0,5,83,3,11,97,5960,764,186,87,6991,113,29,147,7136,320,24,7475,41,15,0,7,63,9,0,9,71,7,0,79,92,10,6,5,117,11,4,18,133,4,0,143,132,25,7,10,179,24,4,30,209,15,0,225,6093,788,191,99,7174,137,34,172,7343,332,24,7705,1271,213,54,61,1590,63,25,94,1686,372,14,2076,16,4,0,7,31,0,0,0,31,3,39,73,7377,1007,246,161,8788,199,65,265,9059,709,79,9850
SED25501,661,16,3,23,690,104,0,793,4318,490,51,20,4882,98,25,123,5002,234,14,5247,3243,743,50,14,4051,37,15,56,4107,184,6,4292,316,39,38,6,397,3,0,5,399,25,0,423,35,0,0,30,60,0,3,3,65,10,20,96,7916,1275,140,63,9391,138,44,185,9580,447,38,10060,173,23,0,0,195,23,5,28,220,15,0,229,186,35,0,4,222,13,7,22,243,13,0,255,355,54,0,3,414,34,9,44,459,27,0,486,8268,1329,140,67,9806,177,56,231,10039,476,38,10553,1805,405,55,13,2274,47,10,58,2325,428,3,2759,15,0,0,27,42,0,0,0,42,0,20,65,10086,1730,201,111,12123,216,68,283,12410,899,71,13376
SED25605,449,13,0,12,461,101,0,565,2975,327,55,10,3362,66,11,77,3443,184,0,3623,2838,663,68,10,3582,46,14,55,3635,157,6,3793,309,68,33,0,411,0,0,0,411,34,0,443,49,10,0,59,121,3,0,3,124,5,3,130,6177,1063,148,82,7473,113,28,139,7613,378,12,7993,97,15,3,0,116,11,0,18,129,15,0,145,132,26,3,9,166,0,4,9,175,9,0,183,224,40,9,9,281,16,9,21,302,23,0,332,6400,1103,162,89,7753,130,35,159,7915,398,13,8320,1698,441,60,52,2255,49,27,75,2326,505,10,2848,10,4,0,21,39,0,0,0,37,8,45,93,8112,1543,220,163,10042,176,63,235,10280,911,72,11260
SED25704,98,0,0,0,98,8,0,103,2289,217,40,11,2556,19,5,28,2580,75,5,2657,3830,378,63,28,4297,12,3,15,4313,129,3,4453,390,37,54,3,487,5,0,5,493,8,0,493,48,8,0,74,127,4,0,3,128,6,10,150,6558,634,157,115,7465,42,14,54,7517,220,18,7753,17,0,0,0,20,0,0,0,22,5,0,31,53,7,0,8,68,5,0,5,75,5,0,75,68,7,0,6,86,11,0,11,92,11,0,107,6626,645,157,121,7548,46,14,62,7609,231,21,7859,1180,192,26,73,1468,16,13,27,1500,214,6,1722,12,0,0,4,19,0,0,0,19,0,34,58,7823,835,177,204,9040,67,23,93,9129,443,63,9634
SED25802,205,0,0,0,205,17,0,221,2517,337,60,16,2930,27,7,39,2963,163,0,3134,4625,641,92,72,5430,51,10,65,5490,179,4,5676,643,70,69,11,792,3,0,6,796,18,6,824,57,3,0,88,154,0,3,3,159,12,4,170,7845,1047,219,191,9306,83,22,111,9409,374,21,9800,33,0,0,0,34,0,0,0,38,5,0,45,116,8,10,0,134,12,4,16,151,7,0,152,149,18,10,0,175,12,4,15,189,14,0,195,7989,1064,229,197,9471,97,28,125,9599,384,21,9995,1955,297,66,63,2375,50,11,59,2433,283,10,2730,24,0,0,8,33,0,0,0,33,4,38,78,9973,1358,296,266,11890,149,38,178,12065,676,67,12809
SED25905,570,25,4,28,600,98,5,699,2640,350,57,20,3063,59,13,71,3133,170,0,3308,3313,621,67,34,4034,71,12,80,4120,172,3,4294,432,68,41,4,541,8,0,8,552,24,4,574,22,11,0,70,99,0,0,0,105,9,4,117,6404,1044,160,128,7742,142,24,167,7909,369,15,8291,70,22,0,4,91,25,3,29,120,11,3,138,173,52,4,9,235,26,12,33,270,16,0,283,241,70,5,13,331,48,16,63,396,34,3,426,6650,1111,169,144,8070,190,35,230,8298,398,18,8717,2510,782,100,123,3508,187,33,219,3729,913,27,4666,28,3,0,34,67,0,0,0,67,3,67,145,9184,1894,270,293,11649,376,68,446,12099,1312,116,13526
SED26005,742,21,5,21,761,130,8,901,4488,586,85,19,5176,95,24,118,5296,319,12,5630,5148,861,107,34,6149,69,27,101,6246,271,0,6521,543,82,77,5,702,7,0,12,712,25,0,738,66,16,0,81,159,3,0,3,165,7,23,189,10241,1537,271,140,12188,179,51,232,12421,623,39,13078,170,33,3,0,212,26,0,26,232,21,0,253,244,97,3,3,348,45,22,63,410,30,0,448,416,130,5,3,554,67,22,89,644,55,0,700,10660,1666,276,145,12741,247,76,321,13062,676,38,13775,4425,1111,155,179,5866,280,52,334,6197,1270,41,7510,23,0,0,40,69,0,0,0,68,19,50,137,15111,2778,427,362,18677,525,129,657,19329,1964,136,21422
