SED_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
SED22305,0,0,21,40,23,17,53,72,25,251,0,15,23,45,51,88,184,216,73,705,0,0,3,69,18,22,21,0,0,140,49,278,874,3207,599,328,227,103,51,5704,8,24,21,134,49,38,33,10,3,319,6,114,189,336,60,33,14,0,0,751,0,19,19,92,51,40,20,10,0,246,0,8,0,25,5,14,24,13,3,95,0,5,6,38,16,84,216,279,135,776,0,8,7,18,3,4,0,0,0,43,0,5,22,81,50,26,5,0,0,195,4,6,21,96,86,101,101,52,7,470,9,68,86,411,99,84,66,17,9,848,0,0,0,4,0,5,30,17,14,82,0,0,24,117,42,111,145,102,45,594,0,0,16,110,49,28,9,4,0,216,0,0,34,69,6,0,0,0,0,105,0,0,8,8,11,10,64,90,56,247,11,138,195,410,135,117,67,21,4,1095,0,0,15,232,211,208,141,91,24,929
SED22404,0,0,3,39,35,75,132,97,38,416,0,0,0,4,3,21,21,8,3,63,0,9,11,9,3,9,3,3,3,36,0,9,11,63,23,16,20,13,10,153,0,0,0,13,10,4,8,3,3,41,0,0,0,0,4,0,8,0,0,10,0,0,0,3,0,0,0,0,0,0,0,3,5,28,12,20,26,19,11,118,0,4,3,18,7,33,78,40,17,186,0,3,4,8,17,7,10,3,0,46,0,0,0,4,3,0,0,0,0,7,0,0,0,6,5,0,5,0,0,8,0,5,8,17,23,24,12,0,6,87,0,0,0,0,0,13,22,6,6,45,0,0,0,6,0,12,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,8,0,0,4,25,28,54,154,102,34,406,0,12,28,166,187,200,159,38,4,797,0,0,0,0,8,8,15,0,0,29
SED22501,3,3,5,45,39,34,72,72,21,301,0,0,0,9,27,66,80,47,23,250,4,16,3,51,21,15,12,3,0,121,0,25,8,264,50,47,47,12,3,448,0,4,0,37,11,5,10,3,0,75,0,13,22,218,44,26,13,4,0,343,0,0,0,6,5,9,10,0,0,33,0,5,4,58,41,41,28,20,4,208,0,0,3,23,33,140,309,133,53,686,3,3,3,26,19,10,0,0,0,72,0,0,8,37,16,5,4,3,0,78,0,0,0,8,4,24,6,9,3,52,0,13,14,100,38,47,83,17,0,311,0,0,0,5,3,21,58,28,6,122,0,0,0,12,9,20,11,0,0,60,0,0,0,0,0,0,0,0,0,7,0,0,3,9,0,0,0,0,0,15,0,4,4,26,27,18,36,37,17,168,8,41,52,192,142,139,63,35,7,682,0,3,4,17,23,44,44,17,4,145
SED22607,0,3,4,65,26,29,42,36,10,221,0,0,6,30,23,89,146,207,85,591,0,11,18,113,40,29,31,0,4,245,27,114,123,1106,117,86,87,46,9,1710,0,3,15,95,21,11,15,5,4,167,0,10,9,161,23,11,6,0,0,219,0,0,4,39,26,19,3,0,0,102,3,5,11,114,42,36,27,12,8,262,0,3,10,131,54,230,433,470,307,1636,6,12,11,96,46,13,9,0,0,190,4,3,13,120,24,8,3,0,0,174,0,0,3,25,36,41,25,23,3,152,0,9,44,307,68,37,63,15,0,551,0,0,0,8,18,37,61,55,31,216,0,0,0,42,5,14,9,6,0,80,0,0,0,18,8,3,6,0,0,32,0,5,286,301,3,0,0,0,0,603,0,4,0,26,10,10,29,17,5,106,16,37,84,483,211,130,75,20,9,1067,0,0,0,31,20,18,11,4,0,83
SED22704,0,0,5,36,31,52,117,71,25,337,0,0,0,3,5,19,27,16,3,75,0,0,4,12,0,3,0,0,0,19,3,23,31,224,27,24,10,11,0,358,0,0,9,18,7,6,0,5,0,46,0,0,0,9,0,5,0,0,0,19,0,0,0,3,0,0,0,0,0,14,0,9,5,55,18,23,28,24,0,172,0,0,0,10,20,43,83,77,36,267,0,0,0,4,7,4,8,0,0,23,0,0,0,8,0,8,0,0,0,14,0,0,0,5,4,10,8,3,0,30,0,10,11,27,21,28,0,0,0,94,0,0,0,9,8,14,44,30,11,113,0,0,0,7,3,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,8,37,0,0,0,0,0,50,0,0,4,12,20,32,99,57,21,252,3,21,30,131,139,158,159,58,12,700,0,0,0,3,5,10,5,4,0,27
SED22802,0,3,0,23,23,47,94,79,19,288,0,0,0,0,6,9,25,18,3,67,0,7,3,44,8,12,6,0,0,87,0,42,45,340,86,61,38,23,9,646,0,3,11,27,16,5,12,5,3,75,0,13,7,115,33,13,7,3,0,192,0,0,0,3,0,3,3,0,0,6,0,7,3,41,9,22,27,15,3,130,0,0,3,19,13,67,167,147,83,500,0,0,8,4,6,6,7,0,0,25,0,4,10,30,8,7,0,0,0,58,0,0,0,4,3,13,6,5,0,38,4,31,17,55,24,23,18,5,0,176,0,0,0,0,0,6,16,14,6,39,0,0,0,13,3,11,3,3,0,37,0,29,127,237,69,36,16,0,0,516,0,0,6,25,4,0,0,0,0,44,0,4,9,19,28,50,182,144,40,482,0,39,49,199,138,118,64,20,4,631,0,0,0,6,5,9,8,8,0,29
SED22901,0,4,8,36,26,36,81,119,44,342,0,0,0,12,17,47,68,60,27,249,5,43,63,266,116,197,114,22,11,834,7,108,188,953,382,288,150,65,35,2173,0,10,26,150,75,24,29,26,4,350,0,23,25,190,56,43,21,3,0,366,0,3,7,19,7,11,10,7,0,60,0,4,0,30,14,19,34,29,12,146,0,0,0,14,13,48,140,84,47,354,0,0,8,16,20,3,4,3,0,55,0,13,56,137,93,29,11,0,0,341,0,0,0,7,10,14,15,5,0,58,3,88,203,590,331,362,304,94,21,2000,0,0,0,0,0,7,28,14,3,56,0,0,0,13,10,20,21,13,6,76,0,0,15,28,12,4,3,0,0,68,0,5,7,38,19,5,0,0,0,75,0,0,5,10,7,21,91,73,49,260,5,63,108,186,127,106,87,40,4,725,0,0,0,4,6,0,7,4,0,20
SED23007,0,4,9,73,22,15,75,59,8,270,0,4,10,29,31,95,190,327,135,816,3,4,20,269,38,32,30,5,0,400,30,144,448,2508,146,82,70,24,15,3461,0,13,35,287,37,20,21,7,0,421,0,13,17,153,28,18,4,0,0,226,0,4,12,49,10,9,4,5,0,93,0,5,6,93,33,18,20,10,0,182,0,0,5,99,32,103,189,283,187,895,5,3,10,97,34,7,3,0,0,160,5,7,10,150,23,11,5,0,0,208,0,0,0,32,31,25,10,5,0,112,15,69,73,616,104,69,60,10,0,1018,0,3,0,9,11,56,267,212,88,654,0,0,10,64,6,18,14,0,9,120,0,19,68,299,47,24,10,6,0,476,3,6,231,435,11,3,0,0,0,690,0,8,6,28,13,20,12,11,7,90,13,62,130,750,205,127,74,13,0,1368,0,0,6,74,67,109,215,109,27,609
SED23101,0,9,8,19,25,30,53,80,37,262,0,0,3,24,40,86,205,381,149,892,15,89,88,330,153,205,176,32,15,1101,17,194,265,1243,337,242,177,93,35,2615,4,10,30,152,90,38,50,25,3,391,0,22,46,177,80,29,17,10,6,392,0,7,0,13,3,0,9,0,0,26,0,6,7,15,10,18,12,23,4,95,0,3,11,22,25,52,168,180,97,547,6,12,10,34,42,11,20,5,0,143,0,21,63,159,112,46,18,6,0,428,0,0,0,13,24,21,8,10,8,75,4,74,224,684,387,367,339,133,35,2247,0,0,0,0,0,10,18,21,8,51,0,3,7,44,3,20,18,11,3,101,0,0,0,16,3,4,0,5,3,36,0,0,3,51,13,5,0,0,0,75,0,0,5,8,10,13,23,40,38,141,4,62,85,147,114,100,61,31,18,625,0,0,0,0,3,5,3,4,5,27
SED23205,0,5,15,53,42,63,93,84,41,390,0,0,6,12,25,38,51,80,36,253,0,0,70,32,15,10,13,5,0,148,0,35,80,259,111,59,36,22,14,602,0,0,10,40,15,15,7,0,0,88,0,0,6,28,16,8,5,3,0,67,0,0,0,6,4,4,0,4,0,14,0,14,8,62,35,30,44,26,7,222,0,0,0,29,19,47,70,78,27,270,0,4,4,15,22,9,3,0,0,57,0,0,7,42,15,6,0,0,0,68,0,0,0,10,14,17,11,4,0,66,0,7,18,55,31,31,34,10,0,181,0,0,0,0,5,8,18,11,3,44,0,4,6,35,17,18,26,9,3,115,0,0,0,9,0,0,0,0,0,18,0,4,4,45,6,0,0,0,0,57,0,0,8,11,16,19,75,65,38,238,0,51,121,449,260,221,176,41,18,1341,0,0,0,3,10,4,0,4,0,18
SED23308,0,0,6,30,23,28,95,53,36,279,0,5,4,5,5,15,30,51,25,146,0,14,17,37,5,14,6,0,0,86,10,53,199,965,34,18,31,6,5,1315,0,7,11,61,19,0,5,0,0,117,3,7,12,90,15,3,4,5,0,139,0,6,4,23,8,0,0,0,0,38,0,16,4,74,35,24,19,16,3,194,0,3,7,36,10,49,139,156,94,490,0,4,3,28,17,0,0,0,0,55,0,3,12,56,5,0,0,0,0,77,0,0,5,3,0,8,5,4,0,25,0,9,33,104,28,30,10,5,0,219,0,0,0,5,0,8,22,8,0,43,0,0,8,18,5,4,0,0,0,33,0,0,4,16,0,0,0,0,0,24,0,0,17,143,4,0,0,0,0,163,0,4,5,18,11,27,111,91,37,301,9,18,48,256,138,116,65,26,9,688,0,0,0,8,10,24,11,14,6,79
SED23402,0,0,4,43,37,47,99,82,24,337,0,0,6,17,15,21,14,19,8,94,4,10,10,31,16,9,9,0,0,100,22,200,196,2132,291,129,103,44,9,3126,0,8,9,49,21,14,11,5,3,106,4,0,5,44,11,10,4,0,0,74,0,0,9,18,13,5,3,0,0,46,0,8,8,55,32,38,25,25,5,207,0,5,4,23,31,65,102,93,33,350,0,0,7,20,13,3,6,0,0,55,5,0,19,48,28,7,9,0,0,109,0,0,6,19,17,14,5,4,0,64,0,35,33,89,53,30,31,10,3,284,0,0,0,5,6,15,28,24,4,74,0,0,22,125,44,82,55,12,3,358,0,7,8,67,13,4,3,0,0,112,0,0,7,47,4,0,0,0,0,62,0,5,9,24,24,48,167,133,45,452,15,128,136,443,233,196,105,50,9,1303,0,0,0,7,3,10,10,0,0,29
SED23502,0,0,3,25,17,42,124,98,23,339,0,0,0,0,0,14,25,4,6,46,0,0,4,5,0,4,0,0,0,16,0,17,16,144,12,10,18,15,0,231,0,3,0,18,6,3,3,0,0,41,0,4,0,9,5,0,0,0,0,10,0,0,0,5,0,0,0,0,0,12,0,0,3,9,3,17,23,18,5,82,0,0,0,10,7,25,54,60,23,173,0,0,0,0,0,0,4,0,3,16,0,0,3,17,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,13,53,17,13,5,0,0,105,0,0,0,0,9,11,27,18,6,62,0,0,0,4,0,10,12,3,0,25,0,0,0,3,0,0,0,0,0,6,0,0,4,18,0,0,0,0,0,21,0,0,5,18,8,51,168,110,28,377,0,25,23,136,112,146,154,64,6,675,0,0,0,0,0,0,0,0,0,3
SED23602,0,0,4,24,16,42,115,68,28,300,0,0,0,3,7,14,18,12,0,44,0,0,5,14,3,3,0,0,0,24,3,11,29,185,37,11,14,7,0,312,0,0,0,15,4,0,5,3,0,29,0,0,0,8,0,0,0,0,0,9,0,3,0,6,0,0,0,0,0,13,0,8,0,28,20,19,20,18,4,116,0,0,9,8,4,22,96,87,38,264,0,0,0,3,8,3,6,0,0,19,0,0,0,16,0,0,0,0,0,21,0,0,0,0,4,4,0,3,0,10,0,0,8,48,17,23,14,7,0,115,0,0,0,3,0,9,13,14,0,39,0,0,5,9,9,13,16,0,0,48,0,0,0,3,0,0,5,0,0,12,0,0,0,21,0,0,0,0,0,19,0,0,4,22,14,52,171,121,35,429,3,40,31,164,141,172,144,43,11,749,0,0,0,0,0,3,0,0,0,3
SED23702,0,0,7,25,31,59,93,73,28,327,0,0,3,9,4,22,28,29,18,111,0,0,7,7,3,6,4,0,0,18,0,5,14,72,24,31,23,27,8,208,0,0,0,28,6,0,3,0,0,44,0,0,0,6,0,0,3,0,0,12,0,0,0,3,4,0,0,0,0,15,0,7,19,44,41,23,50,27,12,215,0,0,5,16,14,39,96,64,31,255,0,4,0,5,7,4,0,0,0,26,0,0,0,6,0,0,0,0,0,11,0,0,0,11,16,15,12,3,0,59,0,5,3,22,27,17,14,0,0,90,0,0,0,5,3,10,24,13,4,56,0,0,0,20,9,32,5,8,0,79,0,0,0,10,6,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,3,5,10,27,32,139,108,45,372,3,31,62,256,213,223,150,52,15,1006,0,0,0,4,0,12,0,0,0,17
SED23806,0,4,8,63,35,23,60,43,21,259,0,6,0,14,24,60,112,152,80,443,7,56,65,160,90,69,46,29,7,539,12,87,162,1139,135,104,80,49,14,1780,0,7,30,165,24,21,26,12,0,287,0,3,11,157,33,12,10,6,0,232,0,3,0,26,0,3,0,0,0,38,0,4,6,70,27,30,23,20,9,189,0,3,5,59,26,44,106,102,93,436,4,10,16,68,40,17,14,6,3,173,3,14,25,130,29,16,7,0,0,229,0,0,0,5,6,11,5,5,3,32,0,24,94,386,212,184,168,65,15,1152,0,0,0,0,6,4,15,9,4,39,0,0,4,39,11,9,7,0,3,78,0,0,5,18,0,5,0,0,0,35,0,0,50,75,0,0,0,5,0,120,0,11,11,26,20,13,33,18,8,127,4,33,90,442,161,174,116,52,23,1085,0,0,0,3,5,8,6,0,0,27
SED23901,3,3,8,54,27,23,60,62,19,258,0,6,11,34,29,124,178,180,90,655,3,22,19,132,49,55,41,13,9,343,17,101,142,980,149,90,65,31,19,1596,0,6,17,108,23,29,13,0,5,202,5,12,21,269,43,29,19,3,0,397,0,0,0,20,9,5,6,0,3,48,0,12,3,75,53,35,30,11,12,234,0,11,6,61,47,136,323,341,303,1215,0,8,18,77,50,23,17,0,0,188,0,6,12,79,24,5,7,0,0,133,0,0,7,34,37,77,50,34,12,255,4,30,48,263,107,135,115,53,3,751,0,0,0,0,0,13,32,27,12,86,0,0,5,25,6,15,8,9,0,70,0,0,4,14,5,0,0,0,0,23,0,0,44,69,6,0,0,0,0,120,0,6,7,22,18,7,24,21,11,115,3,30,58,346,166,135,74,33,8,866,0,0,0,34,23,36,53,28,10,188
SED24006,0,8,4,37,29,15,52,43,16,202,0,0,14,13,36,129,171,310,152,814,14,130,87,237,186,206,196,44,16,1110,13,130,137,653,260,135,104,65,21,1522,0,9,24,139,62,31,35,13,3,324,0,26,34,160,100,46,36,15,0,419,0,0,0,9,10,3,4,0,0,29,4,9,5,55,21,31,28,13,6,178,0,0,8,48,30,86,204,199,128,714,0,14,15,46,34,23,13,10,4,156,0,21,40,104,70,32,9,3,0,266,0,0,0,10,16,17,10,8,5,67,4,69,129,421,365,329,343,134,34,1814,0,0,0,0,0,6,14,0,5,32,0,0,0,19,9,12,9,0,4,52,0,0,4,7,3,9,4,0,0,25,0,0,14,25,4,3,3,0,0,50,0,6,11,16,15,6,26,24,6,113,9,59,86,209,140,137,68,38,20,771,0,0,5,9,3,10,21,12,3,66
SED24105,0,0,5,26,16,26,57,55,26,212,0,3,18,32,41,110,158,212,70,636,4,5,9,141,29,41,22,5,0,265,39,126,573,2255,567,383,342,174,61,4507,0,11,31,239,76,31,30,13,4,439,0,6,16,59,11,9,5,0,0,100,0,8,12,23,13,20,8,4,0,89,0,5,3,32,10,16,24,19,8,125,0,6,4,26,25,79,146,141,84,526,0,9,10,27,17,8,13,0,0,78,7,6,11,90,29,17,8,0,0,165,0,5,8,27,44,38,27,11,0,161,17,104,202,974,131,96,76,22,0,1619,0,0,0,0,3,3,43,52,20,128,0,3,17,122,68,106,130,94,24,564,4,9,20,204,83,40,15,9,4,384,0,4,19,72,0,7,0,0,0,101,0,0,4,3,9,12,27,38,16,100,10,122,219,337,125,80,44,23,11,964,0,3,0,15,26,18,22,14,3,100
SED24207,0,0,17,41,12,23,84,57,19,266,0,14,9,37,30,69,113,85,14,372,0,9,9,164,36,32,31,0,0,269,64,426,642,5010,661,325,272,85,17,7490,0,18,25,190,54,27,20,3,0,340,0,12,26,140,24,14,3,4,0,228,6,247,200,455,144,93,74,22,0,1248,0,12,9,27,9,8,7,10,4,93,0,0,14,57,39,133,234,158,62,688,0,3,5,42,17,0,0,0,0,72,0,3,10,65,22,3,7,0,0,117,5,4,9,74,54,44,29,10,3,233,4,146,45,298,77,57,35,7,0,664,0,3,14,62,67,270,645,365,62,1485,0,0,9,63,20,16,21,4,0,137,0,47,175,533,129,34,11,6,0,932,0,3,21,176,12,14,7,0,0,240,0,4,0,11,3,7,23,26,5,71,39,327,467,695,167,148,40,5,0,1894,0,3,22,257,217,270,404,133,23,1314
SED24308,0,0,5,28,24,25,156,94,63,407,0,0,4,8,9,27,33,45,22,142,0,18,9,14,3,0,4,0,0,50,9,70,173,1113,55,25,23,9,0,1491,0,4,8,31,17,6,5,5,0,75,0,25,52,52,10,10,5,0,0,161,0,22,24,47,20,15,3,0,0,142,0,5,9,44,16,29,24,10,15,153,0,0,6,25,25,76,147,147,105,534,0,0,4,11,11,4,0,0,0,30,0,0,7,14,3,0,6,0,0,32,0,3,5,16,13,23,7,4,0,59,0,5,13,58,19,19,12,3,0,135,0,0,0,4,0,21,52,26,3,101,0,3,10,24,7,4,0,0,0,50,4,13,68,250,86,54,30,10,3,518,0,0,13,35,0,0,0,0,0,54,0,3,0,8,8,32,160,130,50,400,4,34,58,255,125,106,57,29,7,671,0,0,0,49,58,112,196,90,43,536
SED24408,3,0,6,24,13,13,51,26,16,142,0,0,0,3,0,4,12,9,0,30,0,0,0,6,0,0,0,0,0,7,9,39,28,257,34,20,8,10,0,400,0,0,0,3,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,6,14,12,4,6,3,3,51,0,0,0,6,4,4,19,22,17,75,0,0,0,5,3,0,0,0,0,14,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,3,16,3,3,4,0,0,42,0,0,0,0,0,5,9,0,0,15,0,0,0,0,0,5,0,3,0,9,0,0,4,93,42,20,10,3,0,169,0,4,3,70,0,0,0,0,0,82,0,0,0,13,9,8,57,57,18,171,9,23,37,130,89,127,74,31,11,524,0,0,0,0,0,0,0,0,0,5
SED24504,0,0,5,30,31,52,135,81,22,358,0,0,0,4,3,15,26,18,7,76,0,8,3,15,9,3,3,0,0,40,0,7,18,105,15,29,15,23,0,219,0,0,4,7,7,0,5,3,5,34,0,0,0,3,4,0,4,0,0,6,0,0,0,4,8,5,0,0,0,17,0,3,3,57,39,28,22,16,10,179,0,5,0,22,17,62,91,46,16,257,0,0,0,20,12,3,7,0,0,47,0,0,0,8,3,0,0,0,0,12,0,0,0,6,3,3,3,0,0,24,0,3,9,29,20,20,18,0,0,93,0,0,0,7,11,49,115,31,3,215,0,0,0,10,7,9,0,3,0,30,0,0,0,0,0,0,0,0,0,8,0,3,4,36,0,0,0,0,0,48,4,5,0,27,27,30,71,57,18,234,5,23,38,222,247,205,114,46,10,909,0,0,0,0,7,13,19,4,5,39
SED24606,0,4,4,52,24,21,86,50,22,261,0,0,0,22,29,71,173,347,159,810,8,66,56,148,40,57,43,18,0,437,17,72,192,1133,111,87,67,46,9,1731,0,13,32,116,41,24,29,7,3,261,0,5,3,97,20,11,9,7,0,152,0,0,0,13,7,0,0,5,0,20,0,5,3,78,31,28,35,20,8,214,0,4,5,38,24,42,108,100,61,387,0,7,20,70,33,13,16,7,0,170,0,3,14,92,29,15,0,5,0,158,0,3,0,12,7,10,12,0,0,44,5,15,64,293,90,124,97,42,13,749,0,0,0,0,0,6,9,11,4,27,0,0,3,38,12,11,18,3,0,80,0,0,8,0,3,7,0,0,0,29,0,3,70,86,0,5,0,0,0,159,0,5,3,25,9,5,25,15,14,98,8,26,57,325,159,148,108,55,19,896,0,0,0,8,5,6,0,0,0,29
SED24703,7,4,49,228,45,34,51,45,11,468,0,3,9,52,23,34,54,46,34,244,6,34,432,854,114,95,57,14,8,1615,186,308,1232,5596,178,94,62,24,4,7682,6,18,1370,1076,61,37,55,14,3,2635,4,11,39,448,37,23,12,5,0,572,0,0,7,59,9,11,8,0,0,92,3,6,23,245,46,35,28,9,0,398,0,12,58,414,41,79,130,119,144,1000,6,14,150,518,82,24,10,4,0,812,14,18,271,1469,110,34,10,0,0,1917,0,0,4,44,18,18,15,14,5,106,9,43,1463,2891,275,188,141,42,6,5063,0,0,0,5,0,19,26,15,4,72,0,4,63,131,6,10,7,7,0,218,0,3,167,173,13,9,8,3,0,369,0,4,416,305,10,0,0,0,0,726,0,7,17,80,15,15,25,24,3,189,20,38,484,1350,282,194,92,32,13,2506,0,0,8,30,20,10,4,0,0,81
SED24808,0,0,6,29,23,34,156,67,24,332,0,0,3,8,18,26,39,53,7,158,0,4,0,14,8,0,6,0,0,42,46,310,445,4286,273,203,156,45,4,5764,0,8,6,78,32,16,9,0,0,148,0,6,5,33,14,8,4,3,0,76,0,24,21,61,19,4,4,3,0,143,0,6,8,28,29,22,35,25,5,155,0,4,7,21,30,93,119,72,22,355,0,0,6,17,4,3,0,0,0,37,0,7,9,30,14,8,4,5,0,76,0,0,5,46,25,22,14,7,0,120,0,87,19,94,34,26,21,12,0,298,0,11,23,76,65,139,361,166,32,881,0,3,7,66,16,13,9,4,0,127,8,26,89,351,82,23,17,4,0,594,0,6,23,94,0,0,0,0,0,128,0,0,3,8,23,23,94,53,16,224,51,427,390,806,344,243,130,38,10,2445,0,0,6,58,40,52,65,7,3,238
SED24904,0,0,5,23,10,10,60,30,7,141,0,0,0,3,3,21,37,51,18,138,0,3,8,45,0,10,5,0,0,77,5,46,48,445,66,36,18,9,0,678,0,5,3,45,10,3,5,0,0,79,0,3,3,17,3,5,0,0,0,28,0,10,0,18,16,6,0,0,0,52,0,11,0,15,0,9,9,7,3,50,0,0,0,26,8,60,173,186,132,584,0,0,0,24,3,0,0,0,0,31,0,0,6,44,3,5,0,0,0,56,0,0,0,0,0,0,0,0,0,8,6,42,192,1058,213,66,17,3,0,1592,0,0,0,0,0,3,6,4,5,15,0,0,0,10,3,0,5,0,0,20,0,5,3,19,0,6,0,0,0,34,0,0,7,75,0,0,0,0,0,84,0,0,0,12,9,10,37,22,11,100,4,43,45,161,109,92,58,29,4,543,0,0,0,6,0,5,0,0,0,9
SED25003,0,3,5,42,14,11,31,17,3,126,0,19,30,86,82,253,301,225,63,1054,0,0,8,44,7,26,20,5,0,115,34,200,485,2583,504,277,142,36,18,4284,0,3,18,87,47,15,12,0,0,189,6,80,90,456,118,62,20,3,0,835,7,50,73,319,178,151,52,30,3,867,0,11,0,35,8,34,16,17,0,124,0,11,26,87,112,436,585,360,229,1849,0,9,4,18,17,10,0,3,0,55,0,3,18,57,24,5,3,0,0,109,5,10,28,164,160,170,75,22,9,642,0,14,35,142,48,81,86,16,9,416,0,0,0,3,25,83,118,73,22,312,0,0,12,50,25,36,27,9,0,155,0,0,0,14,0,0,3,0,0,23,0,7,58,286,14,12,0,0,0,378,0,0,3,8,0,0,17,16,5,48,8,93,121,288,108,87,31,8,0,749,0,14,41,345,321,532,504,154,62,1980
